id,title,culture,theme,period,dateStart,dateEnd,site,region,currentMuseum,lat,lng,locationPrecision,imageUrl,image_photographer,image_license,image_licenseUrl,image_sourceUrl,sourceCitation,description
aegean-prehistoric-wall-painting-venus-with-amor-and-psyche-boscoreale-villa-of-p-fannius-synistor-oecus-h-napoli-man,Wall painting - Venus with Amor and Psyche - Boscoreale (Villa of P Fannius Synistor oecus H) - Napoli MAN,Minoan,General / Decorative,Late Roman Republican / Early Augustean,,,Aegean Prehistoric,Crete,Heraklion Archaeological Museum,35.29848,25.1639,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_Venus_with_Amor_and_Psyche_-_Boscoreale_%28Villa_of_P_Fannius_Synistor_oecus_H%29_-_Napoli_MAN.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_Venus_with_Amor_and_Psyche_-_Boscoreale_%28Villa_of_P_Fannius_Synistor_oecus_H%29_-_Napoli_MAN.jpg,,Wall painting - Venus with Amor and Psyche - Boscoreale (Villa of P Fannius Synistor oecus H) - Napoli MAN
aegean-prehistoric-wall-painting-dionysos-with-silenos-and-panther-boscoreale-villa-of-p-fannius-synistor-london-bm-gr-1899-0215-1-01,Wall painting - Dionysos with Silenos and panther - Boscoreale (villa of P Fannius Synistor) - London BM GR 1899-0215-1 - 01,Minoan,General / Decorative,Late Roman Republican / Early Augustean,,,Aegean Prehistoric,Crete,Heraklion Archaeological Museum,35.29846,25.16295,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_Dionysos_with_Silenos_and_panther_-_Boscoreale_%28villa_of_P_Fannius_Synistor%29_-_London_BM_GR_1899-0215-1_-_01.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_Dionysos_with_Silenos_and_panther_-_Boscoreale_%28villa_of_P_Fannius_Synistor%29_-_London_BM_GR_1899-0215-1_-_01.jpg,,Wall painting - Dionysos with Silenos and panther - Boscoreale (villa of P Fannius Synistor) - London BM GR 1899-0215-1 - 01
aegean-prehistoric-wall-painting-dionysos-with-silenos-and-panther-boscoreale-villa-of-p-fannius-synistor-london-bm-gr-1899-0215-1-02,Wall painting - Dionysos with Silenos and panther - Boscoreale (villa of P Fannius Synistor) - London BM GR 1899-0215-1 - 02,Minoan,General / Decorative,Late Roman Republican / Early Augustean,,,Aegean Prehistoric,Crete,Heraklion Archaeological Museum,35.29799,25.16175,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_Dionysos_with_Silenos_and_panther_-_Boscoreale_%28villa_of_P_Fannius_Synistor%29_-_London_BM_GR_1899-0215-1_-_02.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_Dionysos_with_Silenos_and_panther_-_Boscoreale_%28villa_of_P_Fannius_Synistor%29_-_London_BM_GR_1899-0215-1_-_02.jpg,,Wall painting - Dionysos with Silenos and panther - Boscoreale (villa of P Fannius Synistor) - London BM GR 1899-0215-1 - 02
aegean-prehistoric-wall-painting-dionysos-with-silenos-and-panther-boscoreale-villa-of-p-fannius-synistor-london-bm-gr-1899-0215-1-03,Wall painting - Dionysos with Silenos and panther - Boscoreale (villa of P Fannius Synistor) - London BM GR 1899-0215-1 - 03,Minoan,General / Decorative,Late Roman Republican / Early Augustean,,,Aegean Prehistoric,Crete,Heraklion Archaeological Museum,35.29628,25.16373,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_Dionysos_with_Silenos_and_panther_-_Boscoreale_%28villa_of_P_Fannius_Synistor%29_-_London_BM_GR_1899-0215-1_-_03.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_Dionysos_with_Silenos_and_panther_-_Boscoreale_%28villa_of_P_Fannius_Synistor%29_-_London_BM_GR_1899-0215-1_-_03.jpg,,Wall painting - Dionysos with Silenos and panther - Boscoreale (villa of P Fannius Synistor) - London BM GR 1899-0215-1 - 03
aegean-prehistoric-wall-painting-idyllic-landscape-embedded-in-architecture-portici-roman-villa-near-reale-scuderia-napoli-man-8593-01,Wall painting - idyllic landscape embedded in architecture - Portici (roman villa near Reale Scuderia) - Napoli MAN 8593 - 01,Roman,Floral & Landscape,Late Roman Republican / Early Augustean,,,Aegean Prehistoric,Crete,Heraklion Archaeological Museum,35.29971,25.16464,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_idyllic_landscape_embedded_in_architecture_-_Vesuvius_region_-_Napoli_MAN_8593_-_01.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_idyllic_landscape_embedded_in_architecture_-_Vesuvius_region_-_Napoli_MAN_8593_-_01.jpg,,Wall painting - idyllic landscape embedded in architecture - Portici (roman villa near Reale Scuderia) - Napoli MAN 8593 - 01
aegean-prehistoric-wall-painting-idyllic-landscape-embedded-in-architecture-portici-roman-villa-near-reale-scuderia-napoli-man-8593-02,Wall painting - idyllic landscape embedded in architecture - Portici (roman villa near Reale Scuderia) - Napoli MAN 8593 - 02,Roman,Floral & Landscape,Late Roman Republican / Early Augustean,,,Aegean Prehistoric,Crete,Heraklion Archaeological Museum,35.2977,25.16224,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_idyllic_landscape_embedded_in_architecture_-_Vesuvius_region_-_Napoli_MAN_8593_-_02.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_idyllic_landscape_embedded_in_architecture_-_Vesuvius_region_-_Napoli_MAN_8593_-_02.jpg,,Wall painting - idyllic landscape embedded in architecture - Portici (roman villa near Reale Scuderia) - Napoli MAN 8593 - 02
herculaneum-wall-painting-aktaion-and-artemis-portici-villa-romana-near-reale-scuderia-napoli-man-9413,Wall painting - Aktaion and Artemis - Portici (villa romana near Reale Scuderia) - Napoli MAN 9413,Roman,General / Decorative,Late Roman Republican / Early Augustean,,,Herculaneum,Campania,Naples National Archaeological Museum,40.8049,14.34756,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_Aktaion_and_Artemis_-_Herculaneum_-_Napoli_MAN_9413.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_Aktaion_and_Artemis_-_Herculaneum_-_Napoli_MAN_9413.jpg,,Wall painting - Aktaion and Artemis - Portici (villa romana near Reale Scuderia) - Napoli MAN 9413
aegean-prehistoric-wall-painting-three-erotes-playing-at-altar-portici-villa-romana-near-reale-scuderia-napoli-man-9294,Wall painting - three Erotes playing at altar - Portici (villa romana near Reale Scuderia) - Napoli MAN 9294,Roman,Ritual & Religion,Late Roman Republican / Early Augustean,,,Aegean Prehistoric,Crete,Heraklion Archaeological Museum,35.2982,25.16332,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_three_Erotes_playing_at_altar_-_Portici_%28villa_romana_near_Reale_Scuderia%29_-_Napoli_MAN_9294.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_three_Erotes_playing_at_altar_-_Portici_%28villa_romana_near_Reale_Scuderia%29_-_Napoli_MAN_9294.jpg,,Wall painting - three Erotes playing at altar - Portici (villa romana near Reale Scuderia) - Napoli MAN 9294
aegean-prehistoric-wall-painting-head-of-fertility-god-naga-temple-of-amun-m-nchen-smaek-01,Wall painting - head of fertility god - Naga (temple of Amun) - München SMAEK - 01,Minoan,General / Decorative,Mid First Century AD,,,Aegean Prehistoric,Crete,Heraklion Archaeological Museum,35.29857,25.16246,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_head_of_fertility_god_-_Naga_%28temple_of_Amun%29_-_M%C3%BCnchen_SMAEK_-_01.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_head_of_fertility_god_-_Naga_%28temple_of_Amun%29_-_M%C3%BCnchen_SMAEK_-_01.jpg,,Wall painting - head of fertility god - Naga (temple of Amun) - München SMAEK - 01
aegean-prehistoric-wall-painting-head-of-fertility-god-naga-temple-of-amun-m-nchen-smaek-02,Wall painting - head of fertility god - Naga (temple of Amun) - München SMAEK - 02,Minoan,General / Decorative,Mid First Century AD,,,Aegean Prehistoric,Crete,Heraklion Archaeological Museum,35.29605,25.16162,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_head_of_fertility_god_-_Naga_%28temple_of_Amun%29_-_M%C3%BCnchen_SMAEK_-_02.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_head_of_fertility_god_-_Naga_%28temple_of_Amun%29_-_M%C3%BCnchen_SMAEK_-_02.jpg,,Wall painting - head of fertility god - Naga (temple of Amun) - München SMAEK - 02
aegean-prehistoric-wall-painting-arm-and-chest-of-king-naga-temple-of-amun-m-nchen-smaek,Wall painting - arm and chest of king - Naga (temple of Amun) - München SMAEK,Minoan,General / Decorative,Mid First Century AD,,,Aegean Prehistoric,Crete,Heraklion Archaeological Museum,35.29701,25.16215,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_arm_and_chest_of_king_-_Naga_%28temple_of_Amun%29_-_M%C3%BCnchen_SMAEK.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_arm_and_chest_of_king_-_Naga_%28temple_of_Amun%29_-_M%C3%BCnchen_SMAEK.jpg,,Wall painting - arm and chest of king - Naga (temple of Amun) - München SMAEK
aegean-prehistoric-wall-painting-crouching-panther-brescia-via-trieste-brescia-msg,Wall painting - crouching panther - Brescia (Via Trieste) - Brescia MSG,Minoan,General / Decorative,Late Augustean / Early Julio-Claudian,,,Aegean Prehistoric,Crete,Heraklion Archaeological Museum,35.29955,25.16517,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_crouching_panther_-_Brescia_%28Via_Trieste%29_-_Brescia_MSG.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_crouching_panther_-_Brescia_%28Via_Trieste%29_-_Brescia_MSG.jpg,,Wall painting - crouching panther - Brescia (Via Trieste) - Brescia MSG
aegean-prehistoric-wall-painting-geometric-and-floral-motives-milano-via-tommaso-grossi-milano-ma-st-149121-4,Wall painting - geometric and floral motives - Milano (Via Tommaso Grossi) - Milano MA St 149121-4,Minoan,General / Decorative,Late Augustean / Early Julio-Claudian,,,Aegean Prehistoric,Crete,Heraklion Archaeological Museum,35.29968,25.16381,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_geometric_and_floral_motives_-_Milano_%28Via_Tommaso_Grossi%29_-_Milano_MA_St_149121-4.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_geometric_and_floral_motives_-_Milano_%28Via_Tommaso_Grossi%29_-_Milano_MA_St_149121-4.jpg,,Wall painting - geometric and floral motives - Milano (Via Tommaso Grossi) - Milano MA St 149121-4
rome-wall-painting-figure-scenes-rome-villa-della-farnesina-cryptoporticus-roma-mnr-pmat-01,Wall painting - figure scenes - Rome (Villa della Farnesina - cryptoporticus) - Roma MNR PMaT - 01,Minoan,General / Decorative,Late Augustean / Early Julio-Claudian,,,Rome,Lazio,National Roman Museum,41.8915,12.49212,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_figure_scenes_-_Rome_%28Villa_della_Farnesina_-_cryptoporticus%29_-_Roma_MNR_PMaT_-_01.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_figure_scenes_-_Rome_%28Villa_della_Farnesina_-_cryptoporticus%29_-_Roma_MNR_PMaT_-_01.jpg,,Wall painting - figure scenes - Rome (Villa della Farnesina - cryptoporticus) - Roma MNR PMaT - 01
rome-wall-painting-figure-scenes-rome-villa-della-farnesina-cryptoporticus-roma-mnr-pmat-02,Wall painting - figure scenes - Rome (Villa della Farnesina - cryptoporticus) - Roma MNR PMaT - 02,Minoan,General / Decorative,Late Augustean / Early Julio-Claudian,,,Rome,Lazio,National Roman Museum,41.89009,12.49297,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_figure_scenes_-_Rome_%28Villa_della_Farnesina_-_cryptoporticus%29_-_Roma_MNR_PMaT_-_02.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_figure_scenes_-_Rome_%28Villa_della_Farnesina_-_cryptoporticus%29_-_Roma_MNR_PMaT_-_02.jpg,,Wall painting - figure scenes - Rome (Villa della Farnesina - cryptoporticus) - Roma MNR PMaT - 02
rome-wall-painting-figure-scenes-rome-villa-della-farnesina-cryptoporticus-roma-mnr-pmat-03,Wall painting - figure scenes - Rome (Villa della Farnesina - cryptoporticus) - Roma MNR PMaT - 03,Minoan,General / Decorative,Late Augustean / Early Julio-Claudian,,,Rome,Lazio,National Roman Museum,41.89042,12.49366,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_figure_scenes_-_Rome_%28Villa_della_Farnesina_-_cryptoporticus%29_-_Roma_MNR_PMaT_-_03.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_figure_scenes_-_Rome_%28Villa_della_Farnesina_-_cryptoporticus%29_-_Roma_MNR_PMaT_-_03.jpg,,Wall painting - figure scenes - Rome (Villa della Farnesina - cryptoporticus) - Roma MNR PMaT - 03
rome-wall-painting-figure-scenes-rome-villa-della-farnesina-cryptoporticus-roma-mnr-pmat-1195-1212-04,Wall painting - figure scenes - Rome (Villa della Farnesina - cryptoporticus) - Roma MNR PMaT 1195-1212 - 04,Minoan,General / Decorative,Late Augustean / Early Julio-Claudian,,,Rome,Lazio,National Roman Museum,41.89083,12.4924,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_figure_scenes_-_Rome_%28Villa_della_Farnesina_-_cryptoporticus%29_-_Roma_MNR_PMaT_1195-1212_-_04.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_figure_scenes_-_Rome_%28Villa_della_Farnesina_-_cryptoporticus%29_-_Roma_MNR_PMaT_1195-1212_-_04.jpg,,Wall painting - figure scenes - Rome (Villa della Farnesina - cryptoporticus) - Roma MNR PMaT 1195-1212 - 04
rome-wall-painting-figure-scenes-rome-villa-della-farnesina-cryptoporticus-roma-mnr-pmat-1195-1212-05,Wall painting - figure scenes - Rome (Villa della Farnesina - cryptoporticus) - Roma MNR PMaT 1195-1212 - 05,Minoan,General / Decorative,Late Augustean / Early Julio-Claudian,,,Rome,Lazio,National Roman Museum,41.89131,12.49251,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_figure_scenes_-_Rome_%28Villa_della_Farnesina_-_cryptoporticus%29_-_Roma_MNR_PMaT_1195-1212_-_05.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_figure_scenes_-_Rome_%28Villa_della_Farnesina_-_cryptoporticus%29_-_Roma_MNR_PMaT_1195-1212_-_05.jpg,,Wall painting - figure scenes - Rome (Villa della Farnesina - cryptoporticus) - Roma MNR PMaT 1195-1212 - 05
rome-wall-painting-figure-scenes-rome-villa-della-farnesina-cryptoporticus-roma-mnr-pmat-1195-1212-06,Wall painting - figure scenes - Rome (Villa della Farnesina - cryptoporticus) - Roma MNR PMaT 1195-1212 - 06,Minoan,General / Decorative,Late Augustean / Early Julio-Claudian,,,Rome,Lazio,National Roman Museum,41.89143,12.49222,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_figure_scenes_-_Rome_%28Villa_della_Farnesina_-_cryptoporticus%29_-_Roma_MNR_PMaT_1195-1212_-_06.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_figure_scenes_-_Rome_%28Villa_della_Farnesina_-_cryptoporticus%29_-_Roma_MNR_PMaT_1195-1212_-_06.jpg,,Wall painting - figure scenes - Rome (Villa della Farnesina - cryptoporticus) - Roma MNR PMaT 1195-1212 - 06
rome-wall-painting-figure-scenes-rome-villa-della-farnesina-cryptoporticus-roma-mnr-pmat-1195-1212-07,Wall painting - figure scenes - Rome (Villa della Farnesina - cryptoporticus) - Roma MNR PMaT 1195-1212 - 07,Minoan,General / Decorative,Late Augustean / Early Julio-Claudian,,,Rome,Lazio,National Roman Museum,41.89131,12.49175,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_figure_scenes_-_Rome_%28Villa_della_Farnesina_-_cryptoporticus%29_-_Roma_MNR_PMaT_1195-1212_-_07.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_figure_scenes_-_Rome_%28Villa_della_Farnesina_-_cryptoporticus%29_-_Roma_MNR_PMaT_1195-1212_-_07.jpg,,Wall painting - figure scenes - Rome (Villa della Farnesina - cryptoporticus) - Roma MNR PMaT 1195-1212 - 07
rome-wall-painting-figure-scenes-rome-villa-della-farnesina-cryptoporticus-roma-mnr-pmat-1195-1212-08,Wall painting - figure scenes - Rome (Villa della Farnesina - cryptoporticus) - Roma MNR PMaT 1195-1212 - 08,Minoan,General / Decorative,Late Augustean / Early Julio-Claudian,,,Rome,Lazio,National Roman Museum,41.88953,12.49243,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_figure_scenes_-_Rome_%28Villa_della_Farnesina_-_cryptoporticus%29_-_Roma_MNR_PMaT_1195-1212_-_08.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_figure_scenes_-_Rome_%28Villa_della_Farnesina_-_cryptoporticus%29_-_Roma_MNR_PMaT_1195-1212_-_08.jpg,,Wall painting - figure scenes - Rome (Villa della Farnesina - cryptoporticus) - Roma MNR PMaT 1195-1212 - 08
rome-wall-painting-figure-scenes-rome-villa-della-farnesina-cryptoporticus-roma-mnr-pmat-1195-1212-09,Wall painting - figure scenes - Rome (Villa della Farnesina - cryptoporticus) - Roma MNR PMaT 1195-1212 - 09,Minoan,General / Decorative,Late Augustean / Early Julio-Claudian,,,Rome,Lazio,National Roman Museum,41.88879,12.49342,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_figure_scenes_-_Rome_%28Villa_della_Farnesina_-_cryptoporticus%29_-_Roma_MNR_PMaT_1195-1212_-_09.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_figure_scenes_-_Rome_%28Villa_della_Farnesina_-_cryptoporticus%29_-_Roma_MNR_PMaT_1195-1212_-_09.jpg,,Wall painting - figure scenes - Rome (Villa della Farnesina - cryptoporticus) - Roma MNR PMaT 1195-1212 - 09
