id,title,culture,theme,period,dateStart,dateEnd,site,region,currentMuseum,lat,lng,locationPrecision,imageUrl,image_photographer,image_license,image_licenseUrl,image_sourceUrl,sourceCitation,description
rome-wall-painting-pictures-with-idyllic-landscapes-within-architecture-rome-villa-della-farnesina-cubiculum-e-roma-mnr-pmat-1174-59613-11,Wall painting - pictures with idyllic landscapes within architecture - Rome (Villa della Farnesina - cubiculum E) - Roma MNR PMaT 1174-59613 - 11,Minoan,Floral & Landscape,Late Augustean / Early Julio-Claudian,,,Rome,Lazio,National Roman Museum,41.89119,12.49138,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_pictures_with_idyllic_landscapes_within_architecture_-_Rome_%28Villa_della_Farnesina_-_cubiculum_E%29_-_Roma_MNR_PMaT_1174-59613_-_11.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_pictures_with_idyllic_landscapes_within_architecture_-_Rome_%28Villa_della_Farnesina_-_cubiculum_E%29_-_Roma_MNR_PMaT_1174-59613_-_11.jpg,,Wall painting - pictures with idyllic landscapes within architecture - Rome (Villa della Farnesina - cubiculum E) - Roma MNR PMaT 1174-59613 - 11
rome-wall-painting-idyllic-landscapes-and-caryatides-rome-villa-della-farnesina-ambulacrum-f-g-roma-mnr-pmat-01,Wall painting - idyllic landscapes and caryatides - Rome (Villa della Farnesina - ambulacrum F-G) - Roma MNR PMaT - 01,Minoan,Floral & Landscape,Late Augustean / Early Julio-Claudian,,,Rome,Lazio,National Roman Museum,41.8905,12.49141,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_idyllic_landscapes_and_caryatides_-_Rome_%28Villa_della_Farnesina_-_ambulacrum_F-G%29_-_Roma_MNR_PMaT_-_01.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_idyllic_landscapes_and_caryatides_-_Rome_%28Villa_della_Farnesina_-_ambulacrum_F-G%29_-_Roma_MNR_PMaT_-_01.jpg,,Wall painting - idyllic landscapes and caryatides - Rome (Villa della Farnesina - ambulacrum F-G) - Roma MNR PMaT - 01
rome-wall-painting-idyllic-landscapes-and-caryatides-rome-villa-della-farnesina-ambulacrum-f-g-roma-mnr-pmat-02,Wall painting - idyllic landscapes and caryatides - Rome (Villa della Farnesina - ambulacrum F-G) - Roma MNR PMaT - 02,Minoan,Floral & Landscape,Late Augustean / Early Julio-Claudian,,,Rome,Lazio,National Roman Museum,41.88923,12.49299,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_idyllic_landscapes_and_caryatides_-_Rome_%28Villa_della_Farnesina_-_ambulacrum_F-G%29_-_Roma_MNR_PMaT_-_02.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_idyllic_landscapes_and_caryatides_-_Rome_%28Villa_della_Farnesina_-_ambulacrum_F-G%29_-_Roma_MNR_PMaT_-_02.jpg,,Wall painting - idyllic landscapes and caryatides - Rome (Villa della Farnesina - ambulacrum F-G) - Roma MNR PMaT - 02
rome-wall-painting-idyllic-landscapes-and-caryatides-rome-villa-della-farnesina-ambulacrum-f-g-roma-mnr-pmat-03,Wall painting - idyllic landscapes and caryatides - Rome (Villa della Farnesina - ambulacrum F-G) - Roma MNR PMaT - 03,Minoan,Floral & Landscape,Late Augustean / Early Julio-Claudian,,,Rome,Lazio,National Roman Museum,41.89126,12.49084,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_idyllic_landscapes_and_caryatides_-_Rome_%28Villa_della_Farnesina_-_ambulacrum_F-G%29_-_Roma_MNR_PMaT_-_03.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_idyllic_landscapes_and_caryatides_-_Rome_%28Villa_della_Farnesina_-_ambulacrum_F-G%29_-_Roma_MNR_PMaT_-_03.jpg,,Wall painting - idyllic landscapes and caryatides - Rome (Villa della Farnesina - ambulacrum F-G) - Roma MNR PMaT - 03
rome-wall-painting-idyllic-landscapes-and-caryatides-rome-villa-della-farnesina-ambulacrum-f-g-roma-mnr-pmat-04,Wall painting - idyllic landscapes and caryatides - Rome (Villa della Farnesina - ambulacrum F-G) - Roma MNR PMaT - 04,Minoan,Floral & Landscape,Late Augustean / Early Julio-Claudian,,,Rome,Lazio,National Roman Museum,41.89018,12.49261,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_idyllic_landscapes_and_caryatides_-_Rome_%28Villa_della_Farnesina_-_ambulacrum_F-G%29_-_Roma_MNR_PMaT_-_04.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_idyllic_landscapes_and_caryatides_-_Rome_%28Villa_della_Farnesina_-_ambulacrum_F-G%29_-_Roma_MNR_PMaT_-_04.jpg,,Wall painting - idyllic landscapes and caryatides - Rome (Villa della Farnesina - ambulacrum F-G) - Roma MNR PMaT - 04
rome-wall-painting-idyllic-landscapes-and-caryatides-rome-villa-della-farnesina-ambulacrum-f-g-roma-mnr-pmat-05,Wall painting - idyllic landscapes and caryatides - Rome (Villa della Farnesina - ambulacrum F-G) - Roma MNR PMaT - 05,Minoan,Floral & Landscape,Late Augustean / Early Julio-Claudian,,,Rome,Lazio,National Roman Museum,41.89154,12.49335,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_idyllic_landscapes_and_caryatides_-_Rome_%28Villa_della_Farnesina_-_ambulacrum_F-G%29_-_Roma_MNR_PMaT_-_05.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_idyllic_landscapes_and_caryatides_-_Rome_%28Villa_della_Farnesina_-_ambulacrum_F-G%29_-_Roma_MNR_PMaT_-_05.jpg,,Wall painting - idyllic landscapes and caryatides - Rome (Villa della Farnesina - ambulacrum F-G) - Roma MNR PMaT - 05
rome-wall-painting-idyllic-landscapes-and-seascapes-and-masks-and-caryatides-rome-villa-della-farnesina-ambulacrum-f-g-roma-mnr-pmat-1216-1235-06,Wall painting - idyllic landscapes and seascapes and masks and caryatides - Rome (Villa della Farnesina - ambulacrum F-G) - Roma MNR PMaT 1216-1235 - 06,Minoan,Floral & Landscape,Late Augustean / Early Julio-Claudian,,,Rome,Lazio,National Roman Museum,41.8914,12.49256,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_idyllic_landscapes_and_seascapes_and_masks_and_caryatides_-_Rome_%28Villa_della_Farnesina_-_ambulacrum_F-G%29_-_Roma_MNR_PMaT_1216-1235_-_06.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_idyllic_landscapes_and_seascapes_and_masks_and_caryatides_-_Rome_%28Villa_della_Farnesina_-_ambulacrum_F-G%29_-_Roma_MNR_PMaT_1216-1235_-_06.jpg,,Wall painting - idyllic landscapes and seascapes and masks and caryatides - Rome (Villa della Farnesina - ambulacrum F-G) - Roma MNR PMaT 1216-1235 - 06
rome-wall-painting-idyllic-landscapes-and-seascapes-and-masks-and-caryatides-rome-villa-della-farnesina-ambulacrum-f-g-roma-mnr-pmat-1216-1235-07,Wall painting - idyllic landscapes and seascapes and masks and caryatides - Rome (Villa della Farnesina - ambulacrum F-G) - Roma MNR PMaT 1216-1235 - 07,Minoan,Floral & Landscape,Late Augustean / Early Julio-Claudian,,,Rome,Lazio,National Roman Museum,41.89118,12.49231,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_idyllic_landscapes_and_seascapes_and_masks_and_caryatides_-_Rome_%28Villa_della_Farnesina_-_ambulacrum_F-G%29_-_Roma_MNR_PMaT_1216-1235_-_07.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_idyllic_landscapes_and_seascapes_and_masks_and_caryatides_-_Rome_%28Villa_della_Farnesina_-_ambulacrum_F-G%29_-_Roma_MNR_PMaT_1216-1235_-_07.jpg,,Wall painting - idyllic landscapes and seascapes and masks and caryatides - Rome (Villa della Farnesina - ambulacrum F-G) - Roma MNR PMaT 1216-1235 - 07
rome-wall-painting-idyllic-landscapes-and-seascapes-and-masks-and-caryatides-rome-villa-della-farnesina-ambulacrum-f-g-roma-mnr-pmat-1216-1235-08,Wall painting - idyllic landscapes and seascapes and masks and caryatides - Rome (Villa della Farnesina - ambulacrum F-G) - Roma MNR PMaT 1216-1235 - 08,Minoan,Floral & Landscape,Late Augustean / Early Julio-Claudian,,,Rome,Lazio,National Roman Museum,41.88899,12.49206,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_idyllic_landscapes_and_seascapes_and_masks_and_caryatides_-_Rome_%28Villa_della_Farnesina_-_ambulacrum_F-G%29_-_Roma_MNR_PMaT_1216-1235_-_08.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_idyllic_landscapes_and_seascapes_and_masks_and_caryatides_-_Rome_%28Villa_della_Farnesina_-_ambulacrum_F-G%29_-_Roma_MNR_PMaT_1216-1235_-_08.jpg,,Wall painting - idyllic landscapes and seascapes and masks and caryatides - Rome (Villa della Farnesina - ambulacrum F-G) - Roma MNR PMaT 1216-1235 - 08
rome-wall-painting-idyllic-landscapes-and-seascapes-and-masks-and-caryatides-rome-villa-della-farnesina-ambulacrum-f-g-roma-mnr-pmat-1216-1235-09,Wall painting - idyllic landscapes and seascapes and masks and caryatides - Rome (Villa della Farnesina - ambulacrum F-G) - Roma MNR PMaT 1216-1235 - 09,Minoan,Floral & Landscape,Late Augustean / Early Julio-Claudian,,,Rome,Lazio,National Roman Museum,41.8914,12.49153,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_idyllic_landscapes_and_seascapes_and_masks_and_caryatides_-_Rome_%28Villa_della_Farnesina_-_ambulacrum_F-G%29_-_Roma_MNR_PMaT_1216-1235_-_09.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_idyllic_landscapes_and_seascapes_and_masks_and_caryatides_-_Rome_%28Villa_della_Farnesina_-_ambulacrum_F-G%29_-_Roma_MNR_PMaT_1216-1235_-_09.jpg,,Wall painting - idyllic landscapes and seascapes and masks and caryatides - Rome (Villa della Farnesina - ambulacrum F-G) - Roma MNR PMaT 1216-1235 - 09
rome-wall-painting-idyllic-landscapes-and-seascapes-and-masks-and-caryatides-rome-villa-della-farnesina-ambulacrum-f-g-roma-mnr-pmat-1216-1235-10,Wall painting - idyllic landscapes and seascapes and masks and caryatides - Rome (Villa della Farnesina - ambulacrum F-G) - Roma MNR PMaT 1216-1235 - 10,Minoan,Floral & Landscape,Late Augustean / Early Julio-Claudian,,,Rome,Lazio,National Roman Museum,41.89089,12.49126,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_idyllic_landscapes_and_seascapes_and_masks_and_caryatides_-_Rome_%28Villa_della_Farnesina_-_ambulacrum_F-G%29_-_Roma_MNR_PMaT_1216-1235_-_10.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_idyllic_landscapes_and_seascapes_and_masks_and_caryatides_-_Rome_%28Villa_della_Farnesina_-_ambulacrum_F-G%29_-_Roma_MNR_PMaT_1216-1235_-_10.jpg,,Wall painting - idyllic landscapes and seascapes and masks and caryatides - Rome (Villa della Farnesina - ambulacrum F-G) - Roma MNR PMaT 1216-1235 - 10
rome-wall-painting-idyllic-landscapes-and-seascapes-and-masks-and-caryatides-rome-villa-della-farnesina-ambulacrum-f-g-roma-mnr-pmat-1216-1235-11,Wall painting - idyllic landscapes and seascapes and masks and caryatides - Rome (Villa della Farnesina - ambulacrum F-G) - Roma MNR PMaT 1216-1235 - 11,Minoan,Floral & Landscape,Late Augustean / Early Julio-Claudian,,,Rome,Lazio,National Roman Museum,41.89028,12.49161,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_idyllic_landscapes_and_seascapes_and_masks_and_caryatides_-_Rome_%28Villa_della_Farnesina_-_ambulacrum_F-G%29_-_Roma_MNR_PMaT_1216-1235_-_11.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_idyllic_landscapes_and_seascapes_and_masks_and_caryatides_-_Rome_%28Villa_della_Farnesina_-_ambulacrum_F-G%29_-_Roma_MNR_PMaT_1216-1235_-_11.jpg,,Wall painting - idyllic landscapes and seascapes and masks and caryatides - Rome (Villa della Farnesina - ambulacrum F-G) - Roma MNR PMaT 1216-1235 - 11
rome-wall-painting-idyllic-landscapes-and-seascapes-and-masks-and-caryatides-rome-villa-della-farnesina-ambulacrum-f-g-roma-mnr-pmat-1216-1235-12,Wall painting - idyllic landscapes and seascapes and masks and caryatides - Rome (Villa della Farnesina - ambulacrum F-G) - Roma MNR PMaT 1216-1235 - 12,Minoan,Floral & Landscape,Late Augustean / Early Julio-Claudian,,,Rome,Lazio,National Roman Museum,41.89122,12.49207,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_idyllic_landscapes_and_seascapes_and_masks_and_caryatides_-_Rome_%28Villa_della_Farnesina_-_ambulacrum_F-G%29_-_Roma_MNR_PMaT_1216-1235_-_12.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_idyllic_landscapes_and_seascapes_and_masks_and_caryatides_-_Rome_%28Villa_della_Farnesina_-_ambulacrum_F-G%29_-_Roma_MNR_PMaT_1216-1235_-_12.jpg,,Wall painting - idyllic landscapes and seascapes and masks and caryatides - Rome (Villa della Farnesina - ambulacrum F-G) - Roma MNR PMaT 1216-1235 - 12
rome-wall-painting-idyllic-landscapes-and-seascapes-and-masks-and-caryatides-rome-villa-della-farnesina-ambulacrum-f-g-roma-mnr-pmat-1216-1235-13,Wall painting - idyllic landscapes and seascapes and masks and caryatides - Rome (Villa della Farnesina - ambulacrum F-G) - Roma MNR PMaT 1216-1235 - 13,Minoan,Floral & Landscape,Late Augustean / Early Julio-Claudian,,,Rome,Lazio,National Roman Museum,41.89071,12.49363,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_idyllic_landscapes_and_seascapes_and_masks_and_caryatides_-_Rome_%28Villa_della_Farnesina_-_ambulacrum_F-G%29_-_Roma_MNR_PMaT_1216-1235_-_13.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_idyllic_landscapes_and_seascapes_and_masks_and_caryatides_-_Rome_%28Villa_della_Farnesina_-_ambulacrum_F-G%29_-_Roma_MNR_PMaT_1216-1235_-_13.jpg,,Wall painting - idyllic landscapes and seascapes and masks and caryatides - Rome (Villa della Farnesina - ambulacrum F-G) - Roma MNR PMaT 1216-1235 - 13
rome-wall-painting-idyllic-landscapes-and-seascapes-and-masks-and-caryatides-rome-villa-della-farnesina-ambulacrum-f-g-roma-mnr-pmat-1216-1235-14,Wall painting - idyllic landscapes and seascapes and masks and caryatides - Rome (Villa della Farnesina - ambulacrum F-G) - Roma MNR PMaT 1216-1235 - 14,Minoan,Floral & Landscape,Late Augustean / Early Julio-Claudian,,,Rome,Lazio,National Roman Museum,41.89057,12.49176,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_idyllic_landscapes_and_seascapes_and_masks_and_caryatides_-_Rome_%28Villa_della_Farnesina_-_ambulacrum_F-G%29_-_Roma_MNR_PMaT_1216-1235_-_14.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_idyllic_landscapes_and_seascapes_and_masks_and_caryatides_-_Rome_%28Villa_della_Farnesina_-_ambulacrum_F-G%29_-_Roma_MNR_PMaT_1216-1235_-_14.jpg,,Wall painting - idyllic landscapes and seascapes and masks and caryatides - Rome (Villa della Farnesina - ambulacrum F-G) - Roma MNR PMaT 1216-1235 - 14
rome-wall-painting-idyllic-landscapes-and-seascapes-and-masks-and-caryatides-rome-villa-della-farnesina-ambulacrum-f-g-roma-mnr-pmat-1216-1235-15,Wall painting - idyllic landscapes and seascapes and masks and caryatides - Rome (Villa della Farnesina - ambulacrum F-G) - Roma MNR PMaT 1216-1235 - 15,Minoan,Floral & Landscape,Late Augustean / Early Julio-Claudian,,,Rome,Lazio,National Roman Museum,41.89036,12.49125,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_idyllic_landscapes_and_seascapes_and_masks_and_caryatides_-_Rome_%28Villa_della_Farnesina_-_ambulacrum_F-G%29_-_Roma_MNR_PMaT_1216-1235_-_15.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_idyllic_landscapes_and_seascapes_and_masks_and_caryatides_-_Rome_%28Villa_della_Farnesina_-_ambulacrum_F-G%29_-_Roma_MNR_PMaT_1216-1235_-_15.jpg,,Wall painting - idyllic landscapes and seascapes and masks and caryatides - Rome (Villa della Farnesina - ambulacrum F-G) - Roma MNR PMaT 1216-1235 - 15
rome-wall-painting-idyllic-landscapes-and-seascapes-and-masks-and-caryatides-rome-villa-della-farnesina-ambulacrum-f-g-roma-mnr-pmat-1216-1235-16,Wall painting - idyllic landscapes and seascapes and masks and caryatides - Rome (Villa della Farnesina - ambulacrum F-G) - Roma MNR PMaT 1216-1235 - 16,Minoan,Floral & Landscape,Late Augustean / Early Julio-Claudian,,,Rome,Lazio,National Roman Museum,41.89014,12.49213,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_idyllic_landscapes_and_seascapes_and_masks_and_caryatides_-_Rome_%28Villa_della_Farnesina_-_ambulacrum_F-G%29_-_Roma_MNR_PMaT_1216-1235_-_16.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_idyllic_landscapes_and_seascapes_and_masks_and_caryatides_-_Rome_%28Villa_della_Farnesina_-_ambulacrum_F-G%29_-_Roma_MNR_PMaT_1216-1235_-_16.jpg,,Wall painting - idyllic landscapes and seascapes and masks and caryatides - Rome (Villa della Farnesina - ambulacrum F-G) - Roma MNR PMaT 1216-1235 - 16
rome-wall-painting-idyllic-landscapes-and-seascapes-and-masks-and-caryatides-rome-villa-della-farnesina-ambulacrum-f-g-roma-mnr-pmat-1216-1235-17,Wall painting - idyllic landscapes and seascapes and masks and caryatides - Rome (Villa della Farnesina - ambulacrum F-G) - Roma MNR PMaT 1216-1235 - 17,Minoan,Floral & Landscape,Late Augustean / Early Julio-Claudian,,,Rome,Lazio,National Roman Museum,41.88884,12.49327,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_idyllic_landscapes_and_seascapes_and_masks_and_caryatides_-_Rome_%28Villa_della_Farnesina_-_ambulacrum_F-G%29_-_Roma_MNR_PMaT_1216-1235_-_17.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_idyllic_landscapes_and_seascapes_and_masks_and_caryatides_-_Rome_%28Villa_della_Farnesina_-_ambulacrum_F-G%29_-_Roma_MNR_PMaT_1216-1235_-_17.jpg,,Wall painting - idyllic landscapes and seascapes and masks and caryatides - Rome (Villa della Farnesina - ambulacrum F-G) - Roma MNR PMaT 1216-1235 - 17
rome-wall-painting-idyllic-landscapes-and-seascapes-and-masks-and-caryatides-rome-villa-della-farnesina-ambulacrum-f-g-roma-mnr-pmat-1216-1235-18,Wall painting - idyllic landscapes and seascapes and masks and caryatides - Rome (Villa della Farnesina - ambulacrum F-G) - Roma MNR PMaT 1216-1235 - 18,Minoan,Floral & Landscape,Late Augustean / Early Julio-Claudian,,,Rome,Lazio,National Roman Museum,41.88914,12.49228,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_idyllic_landscapes_and_seascapes_and_masks_and_caryatides_-_Rome_%28Villa_della_Farnesina_-_ambulacrum_F-G%29_-_Roma_MNR_PMaT_1216-1235_-_18.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_idyllic_landscapes_and_seascapes_and_masks_and_caryatides_-_Rome_%28Villa_della_Farnesina_-_ambulacrum_F-G%29_-_Roma_MNR_PMaT_1216-1235_-_18.jpg,,Wall painting - idyllic landscapes and seascapes and masks and caryatides - Rome (Villa della Farnesina - ambulacrum F-G) - Roma MNR PMaT 1216-1235 - 18
rome-wall-painting-idyllic-landscapes-and-seascapes-and-masks-and-caryatides-rome-villa-della-farnesina-ambulacrum-f-g-roma-mnr-pmat-1216-1235-19,Wall painting - idyllic landscapes and seascapes and masks and caryatides - Rome (Villa della Farnesina - ambulacrum F-G) - Roma MNR PMaT 1216-1235 - 19,Minoan,Floral & Landscape,Late Augustean / Early Julio-Claudian,,,Rome,Lazio,National Roman Museum,41.88876,12.49111,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_idyllic_landscapes_and_seascapes_and_masks_and_caryatides_-_Rome_%28Villa_della_Farnesina_-_ambulacrum_F-G%29_-_Roma_MNR_PMaT_1216-1235_-_19.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_idyllic_landscapes_and_seascapes_and_masks_and_caryatides_-_Rome_%28Villa_della_Farnesina_-_ambulacrum_F-G%29_-_Roma_MNR_PMaT_1216-1235_-_19.jpg,,Wall painting - idyllic landscapes and seascapes and masks and caryatides - Rome (Villa della Farnesina - ambulacrum F-G) - Roma MNR PMaT 1216-1235 - 19
rome-wall-painting-idyllic-landscapes-and-seascapes-and-masks-and-caryatides-rome-villa-della-farnesina-ambulacrum-f-g-roma-mnr-pmat-1216-1235-20,Wall painting - idyllic landscapes and seascapes and masks and caryatides - Rome (Villa della Farnesina - ambulacrum F-G) - Roma MNR PMaT 1216-1235 - 20,Minoan,Floral & Landscape,Late Augustean / Early Julio-Claudian,,,Rome,Lazio,National Roman Museum,41.89051,12.49319,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_idyllic_landscapes_and_seascapes_and_masks_and_caryatides_-_Rome_%28Villa_della_Farnesina_-_ambulacrum_F-G%29_-_Roma_MNR_PMaT_1216-1235_-_20.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_idyllic_landscapes_and_seascapes_and_masks_and_caryatides_-_Rome_%28Villa_della_Farnesina_-_ambulacrum_F-G%29_-_Roma_MNR_PMaT_1216-1235_-_20.jpg,,Wall painting - idyllic landscapes and seascapes and masks and caryatides - Rome (Villa della Farnesina - ambulacrum F-G) - Roma MNR PMaT 1216-1235 - 20
rome-wall-painting-idyllic-landscapes-and-seascapes-and-masks-and-caryatides-rome-villa-della-farnesina-ambulacrum-f-g-roma-mnr-pmat-1216-1235-21,Wall painting - idyllic landscapes and seascapes and masks and caryatides - Rome (Villa della Farnesina - ambulacrum F-G) - Roma MNR PMaT 1216-1235 - 21,Minoan,Floral & Landscape,Late Augustean / Early Julio-Claudian,,,Rome,Lazio,National Roman Museum,41.89005,12.49086,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_idyllic_landscapes_and_seascapes_and_masks_and_caryatides_-_Rome_%28Villa_della_Farnesina_-_ambulacrum_F-G%29_-_Roma_MNR_PMaT_1216-1235_-_21.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_idyllic_landscapes_and_seascapes_and_masks_and_caryatides_-_Rome_%28Villa_della_Farnesina_-_ambulacrum_F-G%29_-_Roma_MNR_PMaT_1216-1235_-_21.jpg,,Wall painting - idyllic landscapes and seascapes and masks and caryatides - Rome (Villa della Farnesina - ambulacrum F-G) - Roma MNR PMaT 1216-1235 - 21
rome-wall-painting-idyllic-landscapes-and-seascapes-and-masks-and-caryatides-rome-villa-della-farnesina-ambulacrum-f-g-roma-mnr-pmat-1216-1235-22,Wall painting - idyllic landscapes and seascapes and masks and caryatides - Rome (Villa della Farnesina - ambulacrum F-G) - Roma MNR PMaT 1216-1235 - 22,Minoan,Floral & Landscape,Late Augustean / Early Julio-Claudian,,,Rome,Lazio,National Roman Museum,41.89076,12.49073,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_idyllic_landscapes_and_seascapes_and_masks_and_caryatides_-_Rome_%28Villa_della_Farnesina_-_ambulacrum_F-G%29_-_Roma_MNR_PMaT_1216-1235_-_22.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_idyllic_landscapes_and_seascapes_and_masks_and_caryatides_-_Rome_%28Villa_della_Farnesina_-_ambulacrum_F-G%29_-_Roma_MNR_PMaT_1216-1235_-_22.jpg,,Wall painting - idyllic landscapes and seascapes and masks and caryatides - Rome (Villa della Farnesina - ambulacrum F-G) - Roma MNR PMaT 1216-1235 - 22
rome-wall-painting-idyllic-landscapes-and-seascapes-and-masks-and-caryatides-rome-villa-della-farnesina-ambulacrum-f-g-roma-mnr-pmat-1216-1235-23,Wall painting - idyllic landscapes and seascapes and masks and caryatides - Rome (Villa della Farnesina - ambulacrum F-G) - Roma MNR PMaT 1216-1235 - 23,Minoan,Floral & Landscape,Late Augustean / Early Julio-Claudian,,,Rome,Lazio,National Roman Museum,41.88931,12.4909,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_idyllic_landscapes_and_seascapes_and_masks_and_caryatides_-_Rome_%28Villa_della_Farnesina_-_ambulacrum_F-G%29_-_Roma_MNR_PMaT_1216-1235_-_23.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_idyllic_landscapes_and_seascapes_and_masks_and_caryatides_-_Rome_%28Villa_della_Farnesina_-_ambulacrum_F-G%29_-_Roma_MNR_PMaT_1216-1235_-_23.jpg,,Wall painting - idyllic landscapes and seascapes and masks and caryatides - Rome (Villa della Farnesina - ambulacrum F-G) - Roma MNR PMaT 1216-1235 - 23
